Teties,,,,
Cycles,Accuracy Testing, Accuracy Training,Err,Time
56000,62.1031746,88.71167544,2.412646677,201.817
57000,62.79761905,88.89749148,2.340697966,205.409
58000,63.69047619,88.91297615,2.283292392,208.985
59000,62.1031746,88.74264478,2.339945792,212.556
60000,63.0952381,89.2536389,2.296703252,216.136
61000,64.08730159,89.11427687,2.259067432,219.716
62000,63.19444444,89.0987922,2.233023674,223.311
63000,63.98809524,89.05233819,2.198099449,226.899
64000,63.49206349,89.16073088,2.190128461,230.512
65000,63.69047619,89.23815423,2.15462557,234.091
66000,65.97222222,89.59430164,2.107218723,237.666
67000,65.57539683,89.60978631,2.109036938,241.24
68000,65.67460317,89.45493961,2.0890491,244.823
69000,65.47619048,89.78011768,2.100160218,248.417
70000,66.46825397,89.8730257,2.095788095,252.01
71000,66.66666667,89.82657169,2.101568719,255.598
72000,66.76587302,89.9814184,2.013748944,259.182
73000,67.26190476,90.05884175,2.019391184,262.763
74000,66.86507937,90.26014246,2.031716896,266.352
75000,67.36111111,90.35305048,2.006251516,269.966
76000,67.85714286,90.2911118,1.963377965,273.576
77000,67.06349206,90.4459585,1.977731709,277.147
78000,68.75,90.52338185,1.899926606,280.735
79000,68.84920635,90.72468256,1.908175743,284.353
80000,68.3531746,90.70919789,1.94578626,287.968
81000,68.84920635,90.69371322,1.870197947,291.618
82000,69.3452381,90.77113657,1.848056507,295.251
83000,69.04761905,90.70919789,1.807885395,298.872
84000,69.44444444,90.81759059,1.849419055,302.499
85000,69.74206349,90.91049861,1.803041161,306.134
86000,69.44444444,90.80210592,1.767531926,309.753
87000,69.84126984,90.94146795,1.780247983,313.376
88000,70.33730159,91.08082998,1.759245573,317.006
89000,70.13888889,91.18922267,1.778812947,320.628
90000,69.84126984,90.72468256,1.732717492,324.268
91000,71.03174603,90.98792196,1.731232634,327.942
92000,70.53571429,91.09631465,1.737777083,331.594
93000,71.13095238,91.42149272,1.731859683,335.228
94000,70.53571429,91.23567668,1.7107575,338.861
95000,71.03174603,91.39052338,1.721125623,342.47
96000,71.23015873,91.18922267,1.682093139,346.076
97000,71.23015873,91.28213069,1.653967936,349.681
98000,70.83333333,91.173738,1.676891099,353.286
99000,71.82539683,91.37503871,1.685197962,356.886
100000,72.32142857,91.40600805,1.595676542,360.498
101000,72.42063492,91.54537008,1.61212404,364.1
102000,72.91666667,91.73118613,1.62461504,367.716
103000,72.71825397,91.65376277,1.633512226,371.319
104000,73.01587302,91.70021679,1.620408,374.923
105000,72.32142857,91.56085475,1.592157234,378.528
106000,72.81746032,91.7466708,1.608601249,382.14
107000,73.41269841,91.77764014,1.589080557,385.754
108000,73.21428571,91.66924745,1.56723862,389.364
109000,74.30555556,91.9015175,1.55809169,392.96
110000,73.51190476,91.85506349,1.554674136,396.572
111000,74.20634921,91.99442552,1.549370935,400.167
112000,75.09920635,92.13378755,1.527809641,403.762
113000,74.6031746,92.02539486,1.470588256,407.37
114000,74.50396825,92.00991019,1.503602792,410.983
115000,74.20634921,92.04087953,1.525108903,414.591
116000,74.30555556,92.08733354,1.518098362,418.202
117000,74.6031746,92.18024156,1.482039581,421.801
118000,74.6031746,92.14927222,1.514218501,425.399
119000,75.09920635,92.07184887,1.457416884,429
120000,75.1984127,92.2112109,1.511730459,432.592
121000,75.3968254,92.22669557,1.460594353,436.2
122000,75.69444444,92.25766491,1.464308764,439.802
123000,75.79365079,92.25766491,1.451351587,443.404
124000,75.5952381,92.38154227,1.465620637,447.012
125000,75.99206349,92.42799628,1.47149526,450.628
126000,76.68650794,92.41251161,1.423742108,454.236
127000,76.28968254,92.38154227,1.438593654,457.85
128000,75.79365079,92.2112109,1.405911765,461.471
129000,75.79365079,92.41251161,1.434923726,465.087
130000,75.29761905,92.3660576,1.425096286,468.691
131000,76.19047619,92.45896562,1.448575717,472.303
132000,75.99206349,92.61381233,1.418955714,475.917
133000,76.09126984,92.42799628,1.395136931,479.523
134000,76.68650794,92.629297,1.408638521,483.128
135000,77.08333333,92.59832766,1.402608686,486.733
136000,76.98412698,92.64478167,1.392952742,490.365
137000,76.09126984,92.64478167,1.415703874,493.976
138000,76.98412698,92.67575101,1.387932607,497.586
139000,76.48809524,92.75317436,1.399617622,501.179
140000,76.78571429,92.50541963,1.382529407,504.756
141000,76.98412698,92.70672035,1.378221322,508.337
142000,77.77777778,92.83059771,1.369880049,511.92
143000,76.68650794,92.79962837,1.366687321,515.488
144000,77.38095238,92.79962837,1.353755164,519.073
145000,77.87698413,92.87705172,1.35669535,522.647
146000,78.17460317,92.79962837,1.338794339,526.226
147000,77.97619048,92.96995974,1.362122202,529.799
148000,77.97619048,92.89253639,1.339466799,533.389
149000,77.67857143,92.72220502,1.314054876,536.977
150000,78.47222222,92.89253639,1.321124887,540.553
151000,78.47222222,93.01641375,1.307835213,544.141
152000,77.77777778,92.89253639,1.312433022,547.702
153000,78.07539683,92.96995974,1.285710021,551.284
154000,77.48015873,92.89253639,1.282816996,554.858
155000,77.57936508,92.86156705,1.322362538,558.442
156000,77.67857143,93.06286776,1.338062481,562.015
157000,77.18253968,92.9389904,1.32387357,565.601
158000,77.97619048,92.87705172,1.284750288,569.174
159000,77.77777778,93.01641375,1.291184012,572.756
160000,78.37301587,92.90802106,1.275266987,576.328
161000,77.87698413,93.00092908,1.292049343,579.903
